time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:26,16.09,100,1.29,1000,0,0,81,clouds
01:27,14.75,100,1.26,1001,0,0,81,clouds
02:13,14.75,100,1.08,1001,0,0,91,clouds
02:52,12.96,92,1.07,1001,0,0,94,clouds
03:10,12.96,92,1.06,1001,0,0,94,clouds
03:42,12.96,92,1.25,1001,0,0,95,clouds
04:12,12.96,92,1.05,1001,0,0,95,clouds
04:48,9.83,92,0.7,1002,0,0,97,clouds
05:10,9.83,92,0.7,1002,0,0,97,clouds
05:40,10.73,86,0.73,1003,0,0,97,clouds
06:10,10.73,86,0.74,1003,0,0,71,clouds
06:44,11.62,86,0.72,1004,0,0,1,clear
07:09,11.62,86,0.71,1004,0,0,1,clear
07:38,10.73,86,1.03,1005,0,0,3,clear
08:11,10.73,86,1.25,1005,0,0,3,clear
08:44,9.83,74,1.81,1005,0,0,23,clouds
09:10,9.83,74,2.02,1005,0,0,23,clouds
09:42,8.94,64,2.59,1006,0,0,38,clouds
10:11,8.94,64,2.6,1006,0,0,38,clouds
10:41,16.09,69,2.95,1006,0,0,41,clouds
11:09,16.09,69,3.14,1006,0,0,41,clouds
11:38,11.62,69,3.16,1007,0,0,46,clouds
12:14,11.62,69,3.3,1007,0,0,57,clouds
12:52,2.24,80,3.37,1007,0,0,100,clouds
13:13,2.24,77,3.56,1007,0,0,100,clouds
13:38,9.83,74,2.61,1008,0,0,100,clouds
14:10,9.83,74,2.61,1008,0,0,100,clouds
14:38,8.05,74,2.25,1008,0,0,99,clouds
15:09,8.05,74,2.43,1008,0,0,99,clouds
15:41,4.67,82,2.25,1009,0.26,0,94,rain
16:15,0.89,74,3.4,1006,0,0,94,clouds
17:11,2.9,88,1.67,1010,0,0,94,clouds
17:53,8.94,92,1.07,1010,0,0,90,clouds
18:10,8.94,92,1.09,1010,0,0,90,clouds
18:45,10.73,92,0.71,1011,0,0,98,clouds
19:07,10.73,92,0.71,1011,0,0,98,clouds
19:34,7.15,86,0.73,1012,0,0,92,clouds
20:10,7.15,86,0.71,1012,0,0,92,clouds
20:38,8.94,86,0.53,1011,0,0,74,clouds
